"","weight","height","inseam","age"
"1",50.3027969507018,67.362248202878,22.9031643889785,23.7060481413601
"2",47.9811578015006,67.4273665649143,22.9253046320709,23.8044179465911
"3",48.9915449545255,67.5868589421189,22.9795320403204,23.7019176262042
"4",50.2127850358789,68.9340542581746,23.4375784477794,24.5351705218694
"5",51.3625214485987,66.9405048850367,22.7597716609125,23.0915413875282
"6",51.9571687994831,69.7002510467558,23.698085355897,25.4553538779033
"7",50.00477403791,68.6610161986344,23.3447455075357,24.8853865064304
"8",50.2892237418619,68.373926093854,23.2471348719103,24.4225536598704
"9",49.358731110081,65.5725137111126,22.2946546617783,22.1716047102279
"10",50.2976757779046,68.1752265911448,23.1795770409892,24.3685015717374
"11",49.8072345796547,66.7790901068833,22.7048906363403,22.8548126109051
"12",50.826769449662,68.7372491406021,23.3706647078047,24.5113025327258
"13",48.8468367024945,66.897505259549,22.7451517882467,22.7622812843887
"14",49.5564464819229,66.2797784278595,22.5351246654722,22.5398916770718
"15",48.4597187590306,68.4111379269749,23.2597868951715,24.3578054992663
"16",49.9534147037239,67.5302174890992,22.9602739462937,24.3846512929666
"17",50.6455723919564,67.5860485886312,22.9792565201346,23.9332595262448
"18",49.749980842596,67.816892764798,23.0577435400313,23.3524156485264
"19",51.3470902594573,69.4954847446961,23.6284648131967,25.6904971896136
"20",49.8241549815534,68.2863947869479,23.2173742275623,24.6053160772438
"21",50.1862993651693,68.131314999238,23.1646470997409,24.0611798584533
"22",50.7866773839398,67.580962424994,22.9775272244979,23.6037673386372
"23",50.6337992314098,68.361030066689,23.2427502226743,23.9370255614322
"24",50.184360629611,70.1299738556738,23.8441911109291,25.7321297609427
"25",49.6984980747071,67.6735382965467,23.0090030208259,23.50709855236
"26",49.5438616075351,67.5178421222214,22.9560663215553,23.9584997071915
"27",48.8907472216745,67.8588326782603,23.0720031106085,23.5781658853155
"28",50.1310007279378,70.2204692588589,23.874959548012,25.9776564901497
"29",49.6776470485196,68.7685740061462,23.3813151620897,24.7260211865245
"30",51.4616672849087,68.0348538282154,23.1318503015932,24.0545089202318
"31",50.8110068289209,69.6352836592264,23.675996444137,25.2805766630519
"32",50.3562942433864,68.8120542575485,23.3960984475665,24.2753697066796
"33",50.3040045855956,67.111994290927,22.8180780589152,22.7643687049255
"34",51.2944988726564,68.2548152998564,23.2066372019512,24.0950553733821
"35",50.5635811431315,67.4809047536632,22.9435076162455,23.2650854932402
"36",50.4692429626947,68.9241962458655,23.4342267235943,25.1210056052624
"37",48.0534581520793,67.6524403430358,23.0018297166322,23.5026840795686
"38",51.6266171701695,68.2374165980575,23.2007216433395,23.9753091210176
"39",48.3568180249073,67.0274998794418,22.7893499590102,22.5322333606772
"40",48.5904081158431,67.6014224087198,22.9844836189647,23.87913179472
"41",50.6858408381199,67.5888103034849,22.9801955031849,23.275701896427
"42",51.1419857404145,69.2128103754913,23.5323555276671,24.7367282975552
"43",48.2792392258719,66.8498119293843,22.7289360559907,22.5592243891322
"44",49.2781961005677,68.7473060161812,23.3740840455016,24.6064923664228
"45",49.8932898201962,68.0173089338086,23.1258850374949,24.1587706073763
"46",50.0566664499843,68.5502072913964,23.3070704790748,24.9517548398893
"47",50.4791475194646,67.0469710575585,22.7959701595699,22.6158233286997
"48",50.6339501242458,68.6510435818497,23.3413548178289,24.5813489446487
"49",51.2203448369944,68.9203127284782,23.4329063276826,25.4800850783637
"50",48.3176555409409,66.4571926090857,22.5954454870891,22.232155012848
"51",50.9020484388203,68.5724672292885,23.3146388579581,24.8765835722877
"52",50.0592090012918,67.4863346608161,22.9453537846775,23.0044980125152
"53",48.3788478153806,68.9259567555978,23.4348252969032,24.6100365435962
"54",47.4800050286487,66.4287615708957,22.5857789341045,22.6785373994869
"55",50.6377378964821,69.2365958788014,23.5404425987925,25.8810762331842
"56",50.3072448691827,68.1566721124356,23.1732685182281,24.5276875432083
"57",49.2126252468145,67.1507167027291,22.8312436789279,24.0629585355042
"58",50.3536033629432,67.4956329888402,22.9485152162057,22.9567300878488
"59",50.2048362558971,68.7966834629648,23.390872377408,24.5842899171956
"60",50.7569999867078,68.3023560367548,23.2228010524966,24.4628443686679
"61",49.3863118713921,67.8937594130962,23.0838782004527,23.8381544458471
"62",50.7938893586809,69.4345010180379,23.6077303461329,25.9594170601951
"63",50.5857289172141,67.3066406890168,22.8842578342657,23.4069365404499
"64",50.8157138319396,66.8802053730318,22.7392698268308,23.0088202209326
"65",50.0201190155441,69.2034650819301,23.5291781278562,25.5159278341484
"66",50.3048292758937,69.3985504569247,23.5955071553544,25.1049350403489
"67",47.294032953726,66.2573387183964,22.5274951642548,22.6835502806464
"68",50.3471320359429,66.3192557149931,22.5485469430976,22.3805456426138
"69",51.1343801695652,68.5680481268017,23.3131363631126,24.508228223065
"70",47.2394067702509,67.7342141049352,23.029632795678,23.5590245075927
"71",49.2683377995811,67.3578779762856,22.9016785119371,23.4010326395192
"72",48.6310847335554,67.4592839196713,22.9361565326883,23.6888293175593
"73",49.4452387694826,66.8056594744603,22.7139242213165,22.7930555122432
"74",49.4327972861173,67.0022115398967,22.7807519235649,22.8986556919343
"75",49.2917282502765,67.1787037127852,22.840759262347,23.6204841650158
"76",47.7220666982429,66.5545458215965,22.6285455793428,22.6596090919573
"77",49.8996739181725,67.6190948027461,22.9904922329337,23.6937758329869
"78",46.8664696372694,66.1869484057512,22.5035624579554,22.438506909883
"79",51.8071823445436,69.7497957494351,23.7149305548079,25.781992701708
"80",48.8116841124856,67.5070030663158,22.9523810425474,23.2989913157365
"81",50.5013590812203,66.8152331334593,22.7171792653762,23.0740871197534
"82",50.3654610227771,68.6459956372908,23.3396385166789,24.5417341299576
"83",50.0015970917585,68.527932847935,23.2994971682979,24.3729626313556
"84",50.1099748441142,67.0310697855542,22.7905637270884,23.5292585432646
"85",50.6878612312681,69.6970745151102,23.6970053351375,25.9414232623231
"86",49.2419976644075,67.5637967348377,22.9716908898448,23.863615907168
"87",49.4664620434893,68.1830380321482,23.1822329309304,24.1009562410239
"88",49.0849036423508,67.6825922185208,23.0120813542971,23.4519213132135
"89",49.4046099272084,68.8118366277044,23.3960244534195,24.7565639483545
"90",48.6803548937456,67.5832967723217,22.9783209025894,23.6335894430042
"91",49.5468790103488,66.2824665102167,22.5360386134737,22.1872549245956
"92",50.447949326561,67.112876258029,22.8183779277299,22.922547128205
"93",49.8830024418856,66.5767526977743,22.6360959172433,22.7615045024606
"94",49.9294224354614,68.5852772814365,23.3189942756884,24.898271425864
"95",49.0742519048848,67.5173877464313,22.9559118337866,23.3132637567448
"96",48.825786834399,66.9090113137887,22.7490638466882,22.9724978112658
"97",51.3146641115843,69.8299752826705,23.742191596108,25.5554483261711
"98",48.2642695425762,66.6494971122465,22.6608290181638,22.9164996373353
"99",50.6777392262057,68.5131192914527,23.2944605590939,24.3951070475604
"100",51.3532803482169,69.5557509894601,23.6489553364164,25.6313594871601
